"","Mean","StdErr","Selection","Shorten","SelectSP","TestSP","Year","Cycles"
"1",0.722483651134354,0.0066278353486612,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",1
"2",0.707542749349714,0.0065258771470216,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",2
"3",1.76262911169586,0.00939440485019135,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",3
"4",2.77241168453232,0.0141495700216554,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",4
"5",3.7480575706495,0.0202869204437068,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",5
"6",4.69017356607797,0.0240219923288654,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",6
"7",5.61882331793732,0.0281345999381766,"./pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","1yr",7
"8",0.714940408165672,0.00600775254027385,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",1
"9",0.720746124250795,0.00736607846059285,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",2
"10",1.78510409626447,0.0115598088531722,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",3
"11",1.82166037757062,0.0136022696114807,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",4
"12",2.81330677808921,0.0182488156533662,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",5
"13",2.87802566266559,0.020594743999947,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",6
"14",3.80514130576067,0.0221938962005449,"./pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_1000_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","1000","2yr",7
"15",0.71639892053903,0.0116221715589889,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",1
"16",0.711624688317519,0.0120468664740494,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",2
"17",1.71539584796403,0.0199441465531116,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",3
"18",2.63444198322055,0.0298261836806858,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",4
"19",3.51483918800344,0.0335018196440602,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",5
"20",4.35154010722348,0.0373958766527483,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",6
"21",5.13810066544441,0.0401580998400856,"./pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_1yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","1yr",7
"22",0.722581154596336,0.0113414715740721,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",1
"23",0.723963994751914,0.0103212925675317,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",2
"24",1.69876097462433,0.0208661910459572,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",3
"25",1.74575762569989,0.0187837159326473,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",4
"26",2.63506869404322,0.0289397143316974,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",5
"27",2.66846320128907,0.0264976011272172,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",6
"28",3.5227942427029,0.0339952313769504,"./pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP.csv","pheno_400_2yr_nDH24_varE1_Ne60_Mean_GP","pheno","400","2yr",7
"29",-0.00224072087446101,0.00765875376004061,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",1
"30",-0.00273011620524672,0.0071781758822341,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",2
"31",0.624620554871324,0.00841059647079915,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",3
"32",1.18541252553143,0.0122937971064132,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",4
"33",1.74420624442637,0.0141685478438995,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",5
"34",2.28413272488004,0.0170972926610587,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",6
"35",2.83441154701236,0.019705768503447,"./rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP.csv","rand_1000_1yr_nDH24_varE1_Ne60_Mean_GP","rand","1000","1yr",7
